#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
601,Matt Howard,PENN,28,30.0,4.6,9.4,0.49200000000000005,1.5,4.0,0.369,1.8,3.0,0.602,1.5,2.4,1.9,4.9,6.8,1.5,1.2,0.3,12.5
602,Lorenzo Bonam,U of U,32,29.8,4.5,7.8,0.574,0.9,2.7,0.345,2.6,3.3,0.79,2.2,1.8,0.5,2.5,3.1,3.1,1.4,0.3,12.5
603,Emmitt Holt,PROV,32,27.5,4.7,8.9,0.523,0.7,1.9,0.344,2.6,3.8,0.6779999999999999,1.4,3.2,1.7,3.7,5.4,1.0,0.7,0.8,12.5
604,Kennedy Meeks,UNC,40,24.3,5.2,9.3,0.5539999999999999,0.0,0.0,0.0,2.2,3.6,0.622,1.2,2.4,3.8,5.7,9.4,1.0,0.9,1.2,12.5
605,Keyshawn Woods,WF,33,30.5,4.6,9.2,0.495,1.5,3.4,0.43799999999999994,1.9,2.5,0.7559999999999999,1.7,2.6,0.7,3.5,4.2,3.5,0.5,0.0,12.5
606,Sean O'Brien,CU,32,36.2,4.2,9.2,0.46299999999999997,2.1,5.2,0.40700000000000003,1.9,2.1,0.8959999999999999,2.2,2.8,0.5,1.9,2.4,4.1,1.1,0.0,12.5
607,Myles Stephens,PRIN,30,27.7,4.9,9.5,0.512,1.1,2.9,0.395,1.6,2.5,0.662,1.6,1.5,1.4,3.2,4.6,1.1,0.7,0.7,12.5
608,MiKyle Mcintosh,ISU,30,26.7,4.0,9.8,0.41,1.1,3.1,0.348,3.4,4.5,0.763,2.5,3.0,1.6,4.0,5.6,1.8,0.7,0.8,12.5
609,Jalen Henry,SIUE,30,26.1,4.3,9.2,0.46399999999999997,0.5,1.6,0.33299999999999996,3.4,5.1,0.6779999999999999,2.0,3.3,1.7,3.9,5.6,0.4,0.4,0.8,12.5
610,Emile Blackman,DUQ,32,30.2,4.3,9.8,0.441,1.3,3.2,0.39399999999999996,2.5,3.3,0.755,2.0,2.5,0.9,3.0,4.0,1.4,0.5,0.2,12.5
611,Obinna Oleka,ASU,33,32.8,4.3,9.9,0.43,0.7,2.9,0.253,3.2,4.4,0.7190000000000001,1.9,2.5,3.0,6.9,9.9,1.2,1.0,0.8,12.5
612,Deshon Taylor,CSUF,33,28.2,3.3,7.4,0.44299999999999995,1.5,3.8,0.40299999999999997,4.4,5.0,0.879,1.6,1.8,0.5,1.9,2.4,2.1,1.2,0.0,12.5
613,Tim Coleman,NJIT,31,29.2,4.2,10.3,0.409,0.8,2.8,0.295,3.2,4.4,0.735,2.2,3.5,1.4,5.5,6.9,2.4,1.2,1.0,12.5
614,Stone Gettings,COR,29,25.6,4.6,9.9,0.469,1.3,3.8,0.358,1.9,2.7,0.684,2.9,2.9,1.4,4.4,5.8,2.9,0.7,0.9,12.4
615,DeJuan Clayton,CSU,32,32.4,3.8,9.1,0.41100000000000003,1.5,4.3,0.348,3.4,4.8,0.7190000000000001,2.0,2.0,0.6,1.5,2.1,3.1,1.0,0.2,12.4
616,Brandon Boyd,ISU,30,30.1,3.9,9.6,0.40399999999999997,1.8,4.6,0.39399999999999996,2.9,3.3,0.86,1.9,2.3,0.7,2.0,2.7,1.2,1.4,0.0,12.4
617,Quentin Snider,U of L,28,31.3,4.1,10.8,0.385,2.0,5.4,0.373,2.1,2.9,0.72,1.5,1.5,0.8,1.9,2.7,4.1,0.6,0.0,12.4
618,Ryan Funk,MAR,28,31.4,4.0,9.1,0.43700000000000006,2.9,7.1,0.405,1.6,1.9,0.83,1.1,2.6,0.4,2.2,2.6,0.8,0.5,0.0,12.4
619,Jalen Jones,UTA,32,25.7,4.5,9.7,0.46799999999999997,1.6,4.4,0.364,1.7,2.2,0.764,1.1,1.2,1.6,2.4,4.0,1.2,1.0,0.2,12.4
620,Nick Perkins,UB,32,25.8,4.6,10.9,0.424,1.0,3.7,0.271,2.1,3.4,0.63,2.3,2.9,1.8,4.9,6.7,0.7,0.3,0.8,12.4
621,Eli Chuha,NMSU,34,26.0,4.5,7.4,0.61,0.0,0.1,0.2,3.3,5.0,0.669,1.6,2.2,3.6,5.3,8.9,1.1,0.6,0.4,12.4
622,Paris Austin,BSU,32,28.5,4.1,8.3,0.491,0.2,1.0,0.212,3.9,5.2,0.764,2.2,1.9,0.4,2.9,3.3,2.8,0.6,0.1,12.3
623,Seth Towns,HAR,28,24.6,4.2,9.9,0.428,1.4,3.5,0.38799999999999996,2.5,3.0,0.821,2.3,3.0,1.1,3.2,4.4,1.3,1.0,0.5,12.3
624,Devontae Cacok,UNCW,35,25.9,5.3,6.6,0.8,0.0,0.0,0.0,1.8,3.1,0.589,1.1,3.5,3.6,6.2,9.8,0.4,1.1,1.3,12.3
625,K.J. Lawson,UM,32,33.7,4.5,11.3,0.39899999999999997,0.7,2.1,0.32799999999999996,2.6,3.7,0.695,2.1,2.2,2.3,5.8,8.1,2.8,0.5,0.4,12.3
626,Vic Law,NU,36,32.1,4.1,10.1,0.40299999999999997,1.6,4.1,0.39899999999999997,2.5,3.4,0.738,1.6,2.7,1.3,4.6,5.8,1.8,1.1,0.5,12.3
627,Elijah Stewart,USC,36,29.8,4.3,9.9,0.431,2.2,5.6,0.386,1.6,2.2,0.7040000000000001,1.0,2.6,1.2,2.7,3.9,1.2,0.8,1.2,12.3
628,Glenn Sanabria,SFC,30,33.3,4.0,12.1,0.32899999999999996,2.3,6.8,0.332,2.1,2.9,0.7240000000000001,1.4,2.3,0.8,1.3,2.1,2.5,1.2,0.2,12.3
629,Brett Bisping,SC,34,32.6,4.5,9.4,0.478,0.9,2.5,0.37200000000000005,2.4,3.1,0.748,2.2,3.2,2.6,7.1,9.7,1.6,1.2,0.5,12.3
630,Matt Thomas,ISU,35,30.9,4.2,8.7,0.47700000000000004,2.5,5.7,0.445,1.4,1.6,0.8909999999999999,1.1,1.4,0.6,3.3,3.9,1.7,0.9,0.1,12.3
631,Tyler Cook,UI,27,24.5,4.7,8.6,0.5539999999999999,0.1,0.3,0.25,2.7,4.5,0.598,2.4,2.5,2.0,3.3,5.3,1.0,0.7,0.4,12.3
632,Khyri Thomas,CU,35,31.2,4.6,9.2,0.502,1.3,3.3,0.39299999999999996,1.7,2.2,0.7659999999999999,2.0,1.6,1.5,4.3,5.8,3.3,1.5,0.4,12.3
633,Aaron Holiday,UCLA,36,26.4,4.2,8.6,0.485,1.5,3.6,0.41100000000000003,2.4,3.1,0.7929999999999999,2.4,2.2,0.3,2.5,2.9,4.4,1.1,0.2,12.2
634,Marc Loving,OSU,32,33.9,3.8,9.2,0.41700000000000004,1.8,4.8,0.382,2.8,3.7,0.7390000000000001,2.8,2.2,1.0,3.7,4.7,1.9,0.6,0.5,12.2
635,Paris Collins,JSU,24,32.2,4.5,12.5,0.35700000000000004,1.8,6.0,0.29,1.6,3.0,0.528,1.9,2.5,1.7,3.6,5.2,2.8,2.0,0.5,12.2
636,Justin Tillman,VCU,33,25.5,5.3,8.9,0.5920000000000001,0.0,0.0,0.0,1.7,2.8,0.615,1.0,2.3,2.9,5.8,8.7,0.4,0.3,0.5,12.2
637,Amir Coffey,U of M,33,33.2,4.0,8.8,0.449,1.0,2.9,0.337,3.3,4.4,0.753,1.9,1.7,0.7,3.2,3.8,3.1,1.1,0.2,12.2
638,Hayden Dalton,UW,38,26.8,3.7,8.6,0.433,1.4,4.0,0.344,3.4,4.1,0.8340000000000001,2.6,2.6,1.4,6.9,8.3,2.6,0.4,0.9,12.2
639,Charlie Moore,Cal,34,28.8,4.0,10.3,0.39,1.3,3.8,0.35200000000000004,2.9,3.9,0.7559999999999999,2.9,2.6,0.4,1.6,2.0,3.5,1.1,0.0,12.2
640,Jordan Barnett,MU,23,27.4,4.4,10.0,0.43700000000000006,1.6,5.2,0.3,1.9,2.4,0.782,1.3,2.0,1.8,3.9,5.7,0.6,0.6,0.4,12.2
641,Rodney Simeon,ASU,30,25.7,4.0,10.9,0.363,2.4,7.4,0.32899999999999996,1.8,2.6,0.7140000000000001,2.1,2.4,1.2,3.2,4.4,0.9,0.6,0.3,12.2
642,Jordan Strawberry,MER,31,29.3,3.9,8.7,0.452,1.6,3.8,0.436,2.7,3.0,0.883,1.9,1.6,0.5,2.8,3.3,4.3,0.6,0.0,12.2
643,Curtis Cobb III,FU,31,30.5,4.6,11.5,0.4,1.8,5.3,0.345,1.2,2.0,0.607,2.3,2.0,0.5,4.0,4.5,2.2,0.8,0.5,12.2
644,Quinton Forrest,BCU,32,30.9,5.2,9.7,0.534,0.6,2.1,0.299,1.2,2.3,0.521,1.6,2.3,2.3,3.0,5.3,1.5,1.4,0.1,12.2
645,Manu Lecomte,BU,33,30.1,3.9,9.2,0.426,2.2,5.3,0.408,2.2,2.7,0.83,2.0,1.9,0.2,1.6,1.8,3.8,0.8,0.1,12.2
646,Przemek Karnowski,GU,39,23.1,5.1,8.7,0.586,0.0,0.0,0.0,2.0,3.4,0.594,1.8,2.1,1.4,4.4,5.8,1.9,0.4,0.9,12.2
647,Yuta Watanabe,GW,28,35.1,4.2,9.6,0.444,1.0,3.1,0.314,2.7,3.3,0.8170000000000001,1.8,1.6,1.4,3.4,4.8,2.5,1.1,1.1,12.2
648,Marcus Jackson,RU,35,30.0,3.9,9.1,0.435,2.0,5.5,0.368,2.3,2.8,0.8059999999999999,1.7,1.3,0.4,2.1,2.5,2.3,0.9,0.1,12.2
649,Shawn Anderson,USNA,30,28.1,4.1,9.7,0.418,0.5,2.3,0.214,3.5,5.4,0.6579999999999999,2.2,1.6,1.4,3.0,4.4,2.9,1.2,0.1,12.2
650,Kedar Edwards,UTM,32,30.9,4.7,10.4,0.449,0.9,3.2,0.272,2.0,3.0,0.649,3.5,2.2,2.3,3.9,6.2,4.3,1.6,0.6,12.2
651,Isaiah Briscoe,UK,36,30.4,4.5,9.6,0.47,0.5,1.6,0.28800000000000003,2.6,4.1,0.635,2.5,2.6,1.5,3.9,5.4,4.2,0.8,0.2,12.1
652,Tadric Jackson,GT,36,23.8,4.7,10.5,0.446,1.1,3.4,0.325,1.6,2.9,0.5670000000000001,1.7,1.9,0.4,1.9,2.2,1.8,0.7,0.2,12.1
653,DeJuan Marrero,MSU,29,28.4,5.0,11.8,0.423,0.0,0.0,0.0,2.1,3.1,0.6970000000000001,2.6,3.0,3.0,5.4,8.5,1.4,1.0,0.6,12.1
654,Zach Smith,TTU,31,31.5,4.6,9.1,0.509,0.5,1.4,0.395,2.3,3.5,0.657,1.9,2.3,2.6,4.6,7.2,1.4,0.5,1.4,12.1
655,Chris Cokley,UAB,33,21.7,5.0,8.6,0.58,0.0,0.0,0.0,2.2,2.8,0.7909999999999999,1.9,2.2,2.1,3.9,6.0,1.5,0.6,0.6,12.1
656,Deng Adel,U of L,33,30.1,4.3,10.1,0.423,1.3,3.8,0.349,2.2,2.9,0.7709999999999999,1.4,1.8,0.7,3.8,4.5,2.1,0.6,0.4,12.1
657,Joseph Chartouny,FORD,29,33.1,4.1,9.8,0.415,1.8,4.7,0.382,2.2,2.9,0.759,2.9,2.4,0.4,3.7,4.1,5.0,3.2,0.1,12.1
658,Reveal Chukwujekwu,HBU,31,29.5,4.2,9.3,0.455,0.2,0.8,0.25,3.5,4.2,0.823,2.3,2.0,3.0,5.3,8.3,1.9,0.9,0.2,12.1
659,Christian Sengfelder,FORD,32,32.5,4.4,10.5,0.424,2.2,6.7,0.335,1.0,1.4,0.705,0.8,2.4,1.2,3.9,5.1,0.8,0.9,0.4,12.1
660,Davon Hayes,SELU,32,25.7,4.1,10.4,0.395,1.7,4.8,0.359,2.2,2.9,0.753,2.3,1.9,0.8,2.9,3.8,1.7,0.8,0.2,12.1
661,Moe Wagner,UM,38,23.9,4.4,7.9,0.56,1.2,3.0,0.395,2.0,2.8,0.726,1.4,2.7,1.3,2.8,4.2,0.5,1.0,0.4,12.1
662,Greg Pryor,UTC,28,29.8,3.7,8.0,0.45799999999999996,1.8,4.5,0.386,2.9,3.8,0.7659999999999999,2.2,2.3,0.5,2.0,2.5,2.8,1.6,0.1,12.0
663,Josh Ibarra,HBU,31,24.2,5.0,8.4,0.595,0.0,0.0,0.0,2.1,3.4,0.619,1.5,3.2,2.8,4.5,7.2,0.9,0.4,0.9,12.0
664,Brian Bernardi,HOF,31,33.8,3.6,10.3,0.354,2.4,6.7,0.35600000000000004,2.4,2.7,0.88,1.1,1.3,0.3,2.2,2.5,1.8,0.5,0.0,12.0
665,Justin Alston,BU,32,23.9,4.8,8.6,0.562,0.0,0.0,0.0,2.4,3.2,0.748,1.5,2.8,2.1,4.2,6.2,0.7,0.4,0.7,12.0
666,Bryce Jones,MSU,33,31.5,3.3,9.1,0.365,1.6,4.8,0.33799999999999997,3.7,4.2,0.8909999999999999,1.6,2.6,0.5,2.7,3.2,3.5,1.3,0.1,12.0
667,Josh Nebo,SFU,34,29.7,4.9,8.7,0.5660000000000001,0.0,0.1,0.5,2.1,3.6,0.595,2.3,2.4,2.6,5.6,8.2,0.7,0.3,2.6,12.0
668,Jalen Jenkins,GMU,34,27.7,4.6,7.6,0.612,0.0,0.0,0.0,2.7,4.0,0.679,2.3,2.9,2.8,3.3,6.1,1.9,0.4,0.3,12.0
669,Moses Kingsley,U of A,36,27.7,4.1,8.9,0.467,0.2,0.4,0.43799999999999994,3.6,4.7,0.757,1.9,2.8,2.2,5.5,7.7,1.3,0.6,2.6,12.0
670,Dexter Werner,NDSU,30,24.6,4.4,7.2,0.609,0.0,0.0,0.0,3.3,4.4,0.737,1.0,2.4,2.6,4.7,7.3,1.3,1.5,1.0,12.0
671,Duop Reath,LSU,31,27.7,5.1,9.9,0.51,0.4,1.1,0.314,1.5,2.5,0.603,2.1,3.4,2.1,4.1,6.2,0.8,0.5,1.5,12.0
672,Shep Garner,PSU,33,32.1,4.0,10.6,0.379,2.5,7.0,0.35700000000000004,1.5,1.9,0.762,1.8,1.8,0.4,2.4,2.8,2.4,1.2,0.1,12.0
673,Secean Johnson,UCR,27,30.2,3.5,9.6,0.36200000000000004,0.8,2.8,0.293,4.2,5.5,0.765,2.3,3.2,1.5,4.3,5.8,1.6,1.2,0.4,12.0
674,Robert Hatter,COR,28,27.2,4.4,10.3,0.429,1.1,4.5,0.24,2.1,2.9,0.725,2.1,2.1,0.2,3.6,3.8,2.0,0.8,0.2,12.0
675,Guilien Smith,DART,27,28.9,4.0,9.2,0.431,1.3,3.4,0.37,2.8,3.7,0.752,2.3,2.5,0.4,3.1,3.5,1.8,0.7,0.0,12.0
676,Victor Joseph,POLY,31,25.5,4.0,9.9,0.39899999999999997,1.6,4.5,0.35700000000000004,2.5,3.0,0.8170000000000001,1.7,2.5,0.5,1.3,1.8,0.8,0.8,0.1,12.0
677,Quadir Welton,SPC,36,28.7,4.3,9.2,0.47,0.0,0.0,0.0,3.4,5.8,0.585,2.6,2.4,2.1,6.2,8.3,2.1,0.8,1.0,12.0
678,Braxton Key,UA,34,29.7,4.1,9.4,0.433,0.9,2.9,0.33,2.9,4.5,0.634,3.1,2.5,1.6,4.1,5.7,2.5,0.6,0.6,12.0
679,Jamaal King,SFU,34,28.9,4.2,10.6,0.396,1.5,4.9,0.305,2.1,2.9,0.742,3.1,2.5,0.4,2.5,3.0,3.9,1.3,0.1,12.0
680,Jonathan Isaac,FSU,32,26.2,4.1,8.0,0.508,1.0,2.8,0.348,2.9,3.7,0.78,1.5,2.2,1.8,6.1,7.8,1.2,1.2,1.5,12.0
681,Denzel Gregg,STBN,32,31.8,4.9,9.8,0.495,0.0,0.3,0.091,2.2,3.5,0.625,2.0,3.2,2.9,4.8,7.7,1.1,0.4,1.7,12.0
682,Jajuan Johnson,MU,31,26.0,4.4,9.3,0.474,1.0,2.7,0.381,2.1,2.6,0.7929999999999999,2.3,1.6,0.7,3.4,4.1,2.7,1.9,0.5,12.0
683,Maverick Rowan,NCST,25,29.9,4.2,9.9,0.429,2.1,5.9,0.361,1.4,1.6,0.85,1.2,1.8,0.8,2.8,3.7,0.9,0.6,0.2,12.0
684,Willie Rodriguez,BU,23,26.7,4.5,9.0,0.498,1.0,2.5,0.386,2.0,2.8,0.7340000000000001,2.1,2.0,1.4,4.1,5.5,1.1,0.7,0.6,12.0
685,D.J. Hogg,TAMU,22,29.6,4.4,11.1,0.39799999999999996,2.0,5.5,0.36700000000000005,1.1,2.0,0.568,2.7,2.1,1.3,3.8,5.1,3.4,1.0,1.0,12.0
686,Kalob Ledoux,MSU,29,24.5,4.2,9.3,0.45399999999999996,1.7,4.5,0.385,1.7,2.3,0.758,2.2,1.9,0.5,2.3,2.8,1.1,0.4,0.0,11.9
687,Michael Oguine,UM,26,28.4,3.8,7.9,0.48100000000000004,0.7,2.0,0.373,3.6,4.7,0.7559999999999999,1.2,3.5,2.0,4.0,6.0,1.7,1.4,0.3,11.9
688,Jeremy Hollimon,TU,37,21.8,3.9,8.2,0.475,1.3,3.1,0.41600000000000004,2.8,3.6,0.7759999999999999,1.5,1.8,0.8,1.8,2.5,1.6,0.5,0.2,11.9
689,Je'lon Hornbeak,MU,34,25.7,3.8,8.9,0.426,2.4,5.3,0.444,2.0,2.6,0.7609999999999999,1.2,3.2,0.9,3.4,4.3,1.7,1.5,0.5,11.9
690,Conner Toolson,UVU,33,26.8,4.1,9.8,0.415,1.7,5.2,0.318,2.1,2.8,0.745,1.8,2.7,0.7,3.2,3.9,1.6,1.1,0.3,11.9
691,Zach Johnson,FGC,33,29.3,4.1,10.8,0.382,1.6,4.8,0.344,2.0,3.2,0.632,2.7,2.3,0.5,2.3,2.8,3.1,1.4,0.4,11.9
692,Tevonn Walker,VAL,31,28.7,3.9,9.1,0.426,0.9,3.2,0.29,3.2,4.0,0.8,1.3,2.9,1.5,4.2,5.6,1.3,1.3,0.0,11.9
693,Nick Garth,LU,34,25.3,3.9,8.5,0.455,2.7,6.4,0.42700000000000005,1.4,1.9,0.742,0.6,1.8,0.1,1.4,1.5,1.6,0.9,0.0,11.9
694,Cameron Johnson,PITT,33,33.3,3.8,8.6,0.449,2.4,5.7,0.41700000000000004,1.8,2.2,0.8109999999999999,1.2,2.6,0.7,3.8,4.5,2.3,0.9,0.3,11.9
695,Jahvaughn Powell,NSU,31,32.6,3.7,9.2,0.40700000000000003,2.2,5.7,0.382,2.2,2.6,0.85,3.7,3.1,0.3,2.9,3.2,5.0,2.0,0.1,11.9
696,Kimbal Mackenzie,BU,35,30.0,3.9,8.4,0.46399999999999997,1.8,4.5,0.41,2.3,2.7,0.8320000000000001,1.6,2.3,0.4,1.9,2.2,2.4,1.1,0.1,11.9
697,"Bruce Brown, Jr.",UM,33,31.9,4.1,8.8,0.45899999999999996,1.0,2.9,0.34700000000000003,2.7,3.7,0.7440000000000001,2.0,2.5,1.5,4.2,5.6,3.2,1.5,0.5,11.8
698,Robert Williams,TAMU,31,25.8,4.9,8.9,0.556,0.1,0.6,0.111,1.9,3.2,0.59,1.7,1.8,3.0,5.1,8.1,1.4,0.7,2.5,11.8
699,Kenny Kaminski,OU,30,28.3,4.0,10.0,0.397,2.7,6.3,0.426,1.2,1.5,0.7829999999999999,1.0,2.5,0.6,2.4,3.0,0.9,0.8,0.2,11.8
700,Isaiah Hicks,UNC,39,23.3,4.5,7.8,0.574,0.0,0.0,0.0,2.9,3.7,0.779,1.6,3.1,1.8,3.6,5.5,1.4,0.4,0.7,11.8
701,Kajon Mack,TTU,32,30.2,4.0,8.9,0.444,1.1,3.2,0.35600000000000004,2.8,3.7,0.7390000000000001,1.9,2.5,1.4,3.5,5.0,2.8,1.3,0.5,11.8
702,Caleb White,ECU,32,31.9,3.9,10.2,0.384,2.2,6.3,0.355,1.7,2.1,0.818,1.1,2.1,0.3,2.0,2.3,1.5,0.5,0.3,11.8
703,Chris Boucher,UO,31,23.5,4.5,8.7,0.524,1.2,3.3,0.35,1.5,2.7,0.565,1.0,2.7,1.7,4.3,6.1,0.4,0.4,2.5,11.8
704,Sam Downey,YALE,29,28.7,4.9,8.6,0.564,0.0,0.3,0.125,2.0,3.1,0.648,1.2,2.3,2.6,4.3,6.9,1.1,0.6,0.4,11.8
705,Sean O'Brien,SIU,33,32.0,5.0,10.2,0.494,0.2,1.2,0.179,1.5,2.8,0.5429999999999999,2.6,3.2,2.4,6.1,8.5,2.7,0.9,0.2,11.8
706,Abdul-Malik Abu,NCST,32,28.5,4.8,9.0,0.529,0.0,0.1,0.0,2.2,3.1,0.7170000000000001,2.0,3.1,2.2,4.8,7.0,1.1,0.4,0.9,11.8
707,Hakeem Rogers,TTU,32,22.7,3.8,9.9,0.381,2.1,6.3,0.32799999999999996,2.2,2.9,0.742,1.1,1.2,0.4,2.3,2.8,0.7,0.8,0.0,11.8
708,John Davis,TU,27,23.0,4.7,8.9,0.527,0.2,0.9,0.217,2.3,3.3,0.6779999999999999,1.4,2.4,2.1,5.4,7.6,0.8,0.6,0.5,11.8
709,Nate Hickman,COM,27,27.7,3.8,9.4,0.4,1.4,4.0,0.358,2.8,3.7,0.743,2.1,2.1,0.5,2.2,2.7,1.9,0.9,0.1,11.8
710,"Edward Polite, Jr.",RU,31,31.9,4.1,8.3,0.496,0.2,0.7,0.217,3.4,5.0,0.6709999999999999,2.2,2.4,2.8,6.7,9.5,1.9,1.8,1.0,11.8
711,Miles Wilson,MSMU,35,28.8,4.1,9.1,0.45399999999999996,1.1,3.0,0.36200000000000004,2.5,3.3,0.748,2.0,2.5,0.7,3.2,3.9,0.7,0.8,0.5,11.8
712,Logan McLane,MU,30,27.6,4.6,8.6,0.5329999999999999,0.3,1.2,0.21600000000000003,2.3,3.4,0.6759999999999999,1.7,2.1,1.6,4.9,6.5,1.5,1.1,0.7,11.8
713,Kevin Puryear,MU,32,29.6,4.1,10.1,0.409,0.6,1.9,0.32299999999999995,2.9,3.9,0.736,1.8,2.4,1.8,4.2,6.0,0.9,0.4,0.3,11.8
714,Kamau Stokes,KSU,35,33.3,3.4,9.6,0.35600000000000004,1.8,5.0,0.364,3.1,4.0,0.764,2.9,2.2,0.4,2.1,2.6,4.1,1.1,0.0,11.7
715,Haboubacar Mutombo,WCU,31,32.3,4.8,10.3,0.47,0.7,2.4,0.301,1.4,2.8,0.483,1.9,1.9,1.8,3.5,5.3,2.2,0.9,0.2,11.7
716,Jeremy Major,PU,31,32.9,4.3,11.8,0.366,1.7,4.8,0.365,1.4,2.8,0.488,2.1,1.7,0.9,2.2,3.1,3.9,0.8,0.2,11.7
717,Alex Thompson,SU,36,25.7,4.1,9.4,0.433,2.0,5.0,0.40299999999999997,1.6,2.0,0.8029999999999999,1.2,2.1,0.7,3.6,4.3,0.8,0.4,0.5,11.7
718,Dainan Swoope,ELON,32,31.7,3.4,8.5,0.401,1.9,5.3,0.361,3.0,4.1,0.738,1.7,2.2,0.6,2.9,3.5,2.8,1.2,0.1,11.7
719,Kyle Steward,UMKC,35,26.9,4.0,9.3,0.435,1.3,3.7,0.36700000000000005,2.3,3.4,0.675,1.8,3.1,1.5,3.7,5.3,1.0,0.7,0.5,11.7
720,Eric Nottage,FIU,31,30.6,4.1,9.1,0.45,1.5,4.0,0.36,2.1,2.6,0.8,2.8,2.7,1.1,3.4,4.5,3.3,1.2,0.1,11.7
721,Tyrell Bellot-Green,UNLV,31,25.7,4.0,9.9,0.402,1.5,4.5,0.341,2.3,2.8,0.795,1.2,1.9,1.4,4.0,5.5,1.1,0.6,0.1,11.7
722,Mark Gasperini,AU,30,27.3,5.1,10.4,0.489,0.4,1.6,0.255,1.1,2.0,0.55,1.9,3.4,1.4,2.8,4.2,1.5,0.6,0.5,11.7
723,Davell Roby,SLU,33,32.4,3.6,9.0,0.40299999999999997,1.7,4.4,0.384,2.7,3.7,0.732,2.3,2.8,0.5,2.7,3.2,3.5,0.8,0.2,11.7
724,Jamaya Burr,MSU,29,29.0,3.8,8.8,0.43,1.2,2.9,0.429,2.9,4.3,0.669,2.4,1.4,0.6,2.1,2.8,3.5,1.1,0.0,11.7
725,T.J. Holyfield,SFA,32,27.5,4.3,8.2,0.525,0.6,1.9,0.33299999999999996,2.4,3.2,0.772,2.4,3.7,2.3,4.9,7.2,1.1,1.0,1.2,11.7
726,Reed Tellinghuisen,SDSU,35,32.9,3.9,9.9,0.4,2.1,6.3,0.33299999999999996,1.7,2.1,0.8079999999999999,1.7,2.5,1.0,3.7,4.7,1.7,0.8,0.8,11.7
727,Mitchell Hahn,UNO,31,26.7,3.5,7.8,0.444,1.9,4.6,0.42,2.8,3.4,0.838,1.0,1.7,1.2,3.1,4.3,0.7,0.9,0.7,11.7
728,"Barry Brown, Jr.",KSU,35,32.7,4.2,10.1,0.41200000000000003,1.3,3.9,0.326,2.1,3.3,0.615,1.7,1.9,0.5,2.7,3.2,2.4,2.3,0.1,11.7
729,Steven Santa Ana,ELON,32,29.3,3.9,10.2,0.379,2.2,6.8,0.327,1.7,2.2,0.75,1.3,2.2,0.6,3.2,3.8,2.2,1.2,0.1,11.7
730,Stevie Jordan,RU,29,31.3,4.0,9.0,0.444,0.8,2.5,0.306,2.9,4.6,0.632,3.6,2.8,0.9,3.0,4.0,5.6,1.3,0.3,11.7
731,Eric Stuteville,CSUS,31,26.8,4.5,7.2,0.632,0.0,0.0,0.0,2.5,4.8,0.52,1.7,2.8,2.9,3.4,6.3,0.4,0.2,1.5,11.6
732,Clayton Custer,L-IL,32,31.6,4.0,8.7,0.46399999999999997,1.8,4.3,0.42,1.7,2.2,0.797,1.8,2.3,0.4,2.0,2.4,3.0,1.0,0.1,11.6
733,Andrew Rowsey,MU,32,20.8,3.3,7.2,0.461,2.2,5.0,0.447,2.8,3.0,0.9259999999999999,1.3,2.1,0.2,1.6,1.8,2.3,0.7,0.0,11.6
734,Chris Jenkins,UDM,27,31.1,3.7,9.1,0.41100000000000003,0.9,2.9,0.321,3.2,3.9,0.8270000000000001,2.1,2.5,1.1,5.6,6.7,1.4,0.6,0.3,11.6
735,Brandon Sampson,LSU,31,27.5,3.9,8.2,0.475,1.3,3.7,0.33899999999999997,2.5,3.2,0.78,2.0,1.8,0.6,2.5,3.1,1.4,0.6,0.5,11.6
736,Gabe Taylor,UP,33,33.5,4.2,9.5,0.441,0.8,2.5,0.337,2.4,3.2,0.743,1.5,1.7,1.2,4.3,5.5,0.8,0.4,0.5,11.6
737,Wes Alcegaire,BGSU,32,27.2,4.3,10.2,0.423,1.4,4.3,0.336,1.5,2.5,0.608,2.2,2.7,0.9,2.4,3.3,1.4,0.7,0.3,11.6
738,Trey Kellum,SEMO,28,24.7,4.1,7.6,0.5329999999999999,0.0,0.0,0.0,3.4,4.7,0.725,1.9,3.6,2.9,3.5,6.3,0.5,0.8,0.4,11.5
739,Christavious Gill,UNO,32,31.8,3.8,9.9,0.381,1.9,6.0,0.312,2.1,2.9,0.728,1.9,1.6,0.3,1.8,2.2,2.7,1.5,0.1,11.5
740,Markis McDuffie,WSU,36,25.5,3.7,8.0,0.45799999999999996,0.9,2.6,0.355,3.3,4.0,0.8190000000000001,1.4,2.0,1.7,3.9,5.7,1.7,1.2,0.3,11.5
741,Francisco Santiago,YSU,34,33.3,4.6,9.7,0.46799999999999997,1.0,2.8,0.37200000000000005,1.4,1.8,0.767,2.1,2.2,1.0,4.3,5.2,4.6,1.4,0.4,11.5
742,Lawrence Cooks,HU,30,29.6,3.5,9.0,0.389,2.3,6.0,0.391,2.2,2.7,0.812,1.6,2.4,0.6,3.4,4.0,2.6,0.9,0.0,11.5
743,Danjel Purifoy,AU,29,28.7,3.3,8.4,0.39799999999999996,2.0,5.5,0.369,2.8,3.1,0.879,1.6,2.2,1.0,3.7,4.7,1.8,1.4,0.2,11.5
